MaGV,GiangVien,MaLop,MaHP,TenHP,NamHoc,HocKy,SoSV,File Excel moi,Duong dan
GV0202,ThS. Hoang Bao Lan,HDH04,HP044,Dia chat bien,2025-2026,2,80,GV-GV0202_Lop-HDH04_HP-HP044_Dia_chat_bien_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0202_ThS._Hoang_Bao_Lan/GV-GV0202_Lop-HDH04_HP-HP044_Dia_chat_bien_2025-2026_HK2_CO_DIEM.xlsx
GV0301,TS. Hoang Tuan Son,CNSH04,C25200401,Co so nganh chuyen sau CNSH,2025-2026,2,80,GV-GV0301_Lop-CNSH04_HP-C25200401_Co_so_nganh_chuyen_sau_CNSH_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0301_TS._Hoang_Tuan_Son/GV-GV0301_Lop-CNSH04_HP-C25200401_Co_so_nganh_chuyen_sau_CNSH_2025-2026_HK2_CO_DIEM.xlsx
GV0301,TS. Hoang Tuan Son,CNTT03,C25200801,Co so nganh chuyen sau CNTT,2025-2026,2,80,GV-GV0301_Lop-CNTT03_HP-C25200801_Co_so_nganh_chuyen_sau_CNTT_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0301_TS._Hoang_Tuan_Son/GV-GV0301_Lop-CNTT03_HP-C25200801_Co_so_nganh_chuyen_sau_CNTT_2025-2026_HK2_CO_DIEM.xlsx
GV0301,TS. Hoang Tuan Son,DC02,C25201201,Co so nganh chuyen sau DC,2025-2026,2,80,GV-GV0301_Lop-DC02_HP-C25201201_Co_so_nganh_chuyen_sau_DC_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0301_TS._Hoang_Tuan_Son/GV-GV0301_Lop-DC02_HP-C25201201_Co_so_nganh_chuyen_sau_DC_2025-2026_HK2_CO_DIEM.xlsx
GV0301,TS. Hoang Tuan Son,DTVT01,C25201601,Co so nganh chuyen sau DTVT,2025-2026,2,80,GV-GV0301_Lop-DTVT01_HP-C25201601_Co_so_nganh_chuyen_sau_DTVT_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0301_TS._Hoang_Tuan_Son/GV-GV0301_Lop-DTVT01_HP-C25201601_Co_so_nganh_chuyen_sau_DTVT_2025-2026_HK2_CO_DIEM.xlsx
GV0301,TS. Hoang Tuan Son,DTVT05,C25202001,Co so nganh chuyen sau DTVT,2025-2026,2,80,GV-GV0301_Lop-DTVT05_HP-C25202001_Co_so_nganh_chuyen_sau_DTVT_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0301_TS._Hoang_Tuan_Son/GV-GV0301_Lop-DTVT05_HP-C25202001_Co_so_nganh_chuyen_sau_DTVT_2025-2026_HK2_CO_DIEM.xlsx
GV0301,TS. Hoang Tuan Son,HDH04,C25202401,Co so nganh chuyen sau HDH,2025-2026,2,80,GV-GV0301_Lop-HDH04_HP-C25202401_Co_so_nganh_chuyen_sau_HDH_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0301_TS._Hoang_Tuan_Son/GV-GV0301_Lop-HDH04_HP-C25202401_Co_so_nganh_chuyen_sau_HDH_2025-2026_HK2_CO_DIEM.xlsx
GV0301,TS. Hoang Tuan Son,HH03,C25202801,Co so nganh chuyen sau HH,2025-2026,2,80,GV-GV0301_Lop-HH03_HP-C25202801_Co_so_nganh_chuyen_sau_HH_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0301_TS._Hoang_Tuan_Son/GV-GV0301_Lop-HH03_HP-C25202801_Co_so_nganh_chuyen_sau_HH_2025-2026_HK2_CO_DIEM.xlsx
GV0301,TS. Hoang Tuan Son,KHMT02,C25203201,Co so nganh chuyen sau KHMT,2025-2026,2,80,GV-GV0301_Lop-KHMT02_HP-C25203201_Co_so_nganh_chuyen_sau_KHMT_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0301_TS._Hoang_Tuan_Son/GV-GV0301_Lop-KHMT02_HP-C25203201_Co_so_nganh_chuyen_sau_KHMT_2025-2026_HK2_CO_DIEM.xlsx
GV0301,TS. Hoang Tuan Son,KHVL01,C25203601,Co so nganh chuyen sau KHVL,2025-2026,2,80,GV-GV0301_Lop-KHVL01_HP-C25203601_Co_so_nganh_chuyen_sau_KHVL_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0301_TS._Hoang_Tuan_Son/GV-GV0301_Lop-KHVL01_HP-C25203601_Co_so_nganh_chuyen_sau_KHVL_2025-2026_HK2_CO_DIEM.xlsx
GV0301,TS. Hoang Tuan Son,KHVL05,C25204001,Co so nganh chuyen sau KHVL,2025-2026,2,80,GV-GV0301_Lop-KHVL05_HP-C25204001_Co_so_nganh_chuyen_sau_KHVL_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0301_TS._Hoang_Tuan_Son/GV-GV0301_Lop-KHVL05_HP-C25204001_Co_so_nganh_chuyen_sau_KHVL_2025-2026_HK2_CO_DIEM.xlsx
GV0301,TS. Hoang Tuan Son,SH04,C25204401,Co so nganh chuyen sau SH,2025-2026,2,80,GV-GV0301_Lop-SH04_HP-C25204401_Co_so_nganh_chuyen_sau_SH_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0301_TS._Hoang_Tuan_Son/GV-GV0301_Lop-SH04_HP-C25204401_Co_so_nganh_chuyen_sau_SH_2025-2026_HK2_CO_DIEM.xlsx
GV0301,TS. Hoang Tuan Son,TTH03,C25204801,Co so nganh chuyen sau TTH,2025-2026,2,80,GV-GV0301_Lop-TTH03_HP-C25204801_Co_so_nganh_chuyen_sau_TTH_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0301_TS._Hoang_Tuan_Son/GV-GV0301_Lop-TTH03_HP-C25204801_Co_so_nganh_chuyen_sau_TTH_2025-2026_HK2_CO_DIEM.xlsx
GV0301,TS. Hoang Tuan Son,VL02,C25205201,Co so nganh chuyen sau VL,2025-2026,2,80,GV-GV0301_Lop-VL02_HP-C25205201_Co_so_nganh_chuyen_sau_VL_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0301_TS._Hoang_Tuan_Son/GV-GV0301_Lop-VL02_HP-C25205201_Co_so_nganh_chuyen_sau_VL_2025-2026_HK2_CO_DIEM.xlsx
GV0301,TS. Hoang Tuan Son,CNTT02,HP001,Lap trinh Web,2025-2026,2,80,GV-GV0301_Lop-CNTT02_HP-HP001_Lap_trinh_Web_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0301_TS._Hoang_Tuan_Son/GV-GV0301_Lop-CNTT02_HP-HP001_Lap_trinh_Web_2025-2026_HK2_CO_DIEM.xlsx
GV0301,TS. Hoang Tuan Son,DC03,HP023,Dia chat moi truong,2025-2026,2,80,GV-GV0301_Lop-DC03_HP-HP023_Dia_chat_moi_truong_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0301_TS._Hoang_Tuan_Son/GV-GV0301_Lop-DC03_HP-HP023_Dia_chat_moi_truong_2025-2026_HK2_CO_DIEM.xlsx
GV0301,TS. Hoang Tuan Son,HDH05,HP045,Quan ly vung bo,2025-2026,2,80,GV-GV0301_Lop-HDH05_HP-HP045_Quan_ly_vung_bo_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0301_TS._Hoang_Tuan_Son/GV-GV0301_Lop-HDH05_HP-HP045_Quan_ly_vung_bo_2025-2026_HK2_CO_DIEM.xlsx
GV0302,ThS. Huynh My My,CNSH04,C25200402,Phuong phap nghien cuu chuyen nganh CNSH,2025-2026,2,80,GV-GV0302_Lop-CNSH04_HP-C25200402_Phuong_phap_nghien_cuu_chuyen_nganh_CNSH_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0302_ThS._Huynh_My_My/GV-GV0302_Lop-CNSH04_HP-C25200402_Phuong_phap_nghien_cuu_chuyen_nganh_CNSH_2025-2026_HK2_CO_DIEM.xlsx
GV0302,ThS. Huynh My My,CNTT03,C25200802,Phuong phap nghien cuu chuyen nganh CNTT,2025-2026,2,80,GV-GV0302_Lop-CNTT03_HP-C25200802_Phuong_phap_nghien_cuu_chuyen_nganh_CNTT_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0302_ThS._Huynh_My_My/GV-GV0302_Lop-CNTT03_HP-C25200802_Phuong_phap_nghien_cuu_chuyen_nganh_CNTT_2025-2026_HK2_CO_DIEM.xlsx
GV0302,ThS. Huynh My My,DC02,C25201202,Phuong phap nghien cuu chuyen nganh DC,2025-2026,2,80,GV-GV0302_Lop-DC02_HP-C25201202_Phuong_phap_nghien_cuu_chuyen_nganh_DC_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0302_ThS._Huynh_My_My/GV-GV0302_Lop-DC02_HP-C25201202_Phuong_phap_nghien_cuu_chuyen_nganh_DC_2025-2026_HK2_CO_DIEM.xlsx
GV0302,ThS. Huynh My My,DTVT01,C25201602,Phuong phap nghien cuu chuyen nganh DTVT,2025-2026,2,80,GV-GV0302_Lop-DTVT01_HP-C25201602_Phuong_phap_nghien_cuu_chuyen_nganh_DTVT_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0302_ThS._Huynh_My_My/GV-GV0302_Lop-DTVT01_HP-C25201602_Phuong_phap_nghien_cuu_chuyen_nganh_DTVT_2025-2026_HK2_CO_DIEM.xlsx
GV0302,ThS. Huynh My My,DTVT05,C25202002,Phuong phap nghien cuu chuyen nganh DTVT,2025-2026,2,80,GV-GV0302_Lop-DTVT05_HP-C25202002_Phuong_phap_nghien_cuu_chuyen_nganh_DTVT_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0302_ThS._Huynh_My_My/GV-GV0302_Lop-DTVT05_HP-C25202002_Phuong_phap_nghien_cuu_chuyen_nganh_DTVT_2025-2026_HK2_CO_DIEM.xlsx
GV0302,ThS. Huynh My My,HDH04,C25202402,Phuong phap nghien cuu chuyen nganh HDH,2025-2026,2,80,GV-GV0302_Lop-HDH04_HP-C25202402_Phuong_phap_nghien_cuu_chuyen_nganh_HDH_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0302_ThS._Huynh_My_My/GV-GV0302_Lop-HDH04_HP-C25202402_Phuong_phap_nghien_cuu_chuyen_nganh_HDH_2025-2026_HK2_CO_DIEM.xlsx
GV0302,ThS. Huynh My My,HH03,C25202802,Phuong phap nghien cuu chuyen nganh HH,2025-2026,2,80,GV-GV0302_Lop-HH03_HP-C25202802_Phuong_phap_nghien_cuu_chuyen_nganh_HH_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0302_ThS._Huynh_My_My/GV-GV0302_Lop-HH03_HP-C25202802_Phuong_phap_nghien_cuu_chuyen_nganh_HH_2025-2026_HK2_CO_DIEM.xlsx
GV0302,ThS. Huynh My My,KHMT02,C25203202,Phuong phap nghien cuu chuyen nganh KHMT,2025-2026,2,80,GV-GV0302_Lop-KHMT02_HP-C25203202_Phuong_phap_nghien_cuu_chuyen_nganh_KHMT_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0302_ThS._Huynh_My_My/GV-GV0302_Lop-KHMT02_HP-C25203202_Phuong_phap_nghien_cuu_chuyen_nganh_KHMT_2025-2026_HK2_CO_DIEM.xlsx
GV0302,ThS. Huynh My My,KHVL01,C25203602,Phuong phap nghien cuu chuyen nganh KHVL,2025-2026,2,80,GV-GV0302_Lop-KHVL01_HP-C25203602_Phuong_phap_nghien_cuu_chuyen_nganh_KHVL_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0302_ThS._Huynh_My_My/GV-GV0302_Lop-KHVL01_HP-C25203602_Phuong_phap_nghien_cuu_chuyen_nganh_KHVL_2025-2026_HK2_CO_DIEM.xlsx
GV0302,ThS. Huynh My My,KHVL05,C25204002,Phuong phap nghien cuu chuyen nganh KHVL,2025-2026,2,80,GV-GV0302_Lop-KHVL05_HP-C25204002_Phuong_phap_nghien_cuu_chuyen_nganh_KHVL_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0302_ThS._Huynh_My_My/GV-GV0302_Lop-KHVL05_HP-C25204002_Phuong_phap_nghien_cuu_chuyen_nganh_KHVL_2025-2026_HK2_CO_DIEM.xlsx
GV0302,ThS. Huynh My My,SH04,C25204402,Phuong phap nghien cuu chuyen nganh SH,2025-2026,2,80,GV-GV0302_Lop-SH04_HP-C25204402_Phuong_phap_nghien_cuu_chuyen_nganh_SH_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0302_ThS._Huynh_My_My/GV-GV0302_Lop-SH04_HP-C25204402_Phuong_phap_nghien_cuu_chuyen_nganh_SH_2025-2026_HK2_CO_DIEM.xlsx
GV0302,ThS. Huynh My My,TTH03,C25204802,Phuong phap nghien cuu chuyen nganh TTH,2025-2026,2,80,GV-GV0302_Lop-TTH03_HP-C25204802_Phuong_phap_nghien_cuu_chuyen_nganh_TTH_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0302_ThS._Huynh_My_My/GV-GV0302_Lop-TTH03_HP-C25204802_Phuong_phap_nghien_cuu_chuyen_nganh_TTH_2025-2026_HK2_CO_DIEM.xlsx
GV0302,ThS. Huynh My My,VL02,C25205202,Phuong phap nghien cuu chuyen nganh VL,2025-2026,2,80,GV-GV0302_Lop-VL02_HP-C25205202_Phuong_phap_nghien_cuu_chuyen_nganh_VL_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0302_ThS._Huynh_My_My/GV-GV0302_Lop-VL02_HP-C25205202_Phuong_phap_nghien_cuu_chuyen_nganh_VL_2025-2026_HK2_CO_DIEM.xlsx
GV0302,ThS. Huynh My My,CNTT03,HP002,Cau truc du lieu,2025-2026,2,80,GV-GV0302_Lop-CNTT03_HP-HP002_Cau_truc_du_lieu_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0302_ThS._Huynh_My_My/GV-GV0302_Lop-CNTT03_HP-HP002_Cau_truc_du_lieu_2025-2026_HK2_CO_DIEM.xlsx
GV0302,ThS. Huynh My My,DC04,HP024,Dia ky thuat,2025-2026,2,80,GV-GV0302_Lop-DC04_HP-HP024_Dia_ky_thuat_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0302_ThS._Huynh_My_My/GV-GV0302_Lop-DC04_HP-HP024_Dia_ky_thuat_2025-2026_HK2_CO_DIEM.xlsx
GV0302,ThS. Huynh My My,KHVL01,HP046,Nhap mon co so vat lieu,2025-2026,2,80,GV-GV0302_Lop-KHVL01_HP-HP046_Nhap_mon_co_so_vat_lieu_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0302_ThS._Huynh_My_My/GV-GV0302_Lop-KHVL01_HP-HP046_Nhap_mon_co_so_vat_lieu_2025-2026_HK2_CO_DIEM.xlsx
GV0401,TS. Huynh Bao Huy,CNSH04,C25200403,Thuc hanh co so chuyen nganh CNSH,2025-2026,2,80,GV-GV0401_Lop-CNSH04_HP-C25200403_Thuc_hanh_co_so_chuyen_nganh_CNSH_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0401_TS._Huynh_Bao_Huy/GV-GV0401_Lop-CNSH04_HP-C25200403_Thuc_hanh_co_so_chuyen_nganh_CNSH_2025-2026_HK2_CO_DIEM.xlsx
GV0401,TS. Huynh Bao Huy,CNTT03,C25200803,Thuc hanh co so chuyen nganh CNTT,2025-2026,2,80,GV-GV0401_Lop-CNTT03_HP-C25200803_Thuc_hanh_co_so_chuyen_nganh_CNTT_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0401_TS._Huynh_Bao_Huy/GV-GV0401_Lop-CNTT03_HP-C25200803_Thuc_hanh_co_so_chuyen_nganh_CNTT_2025-2026_HK2_CO_DIEM.xlsx
GV0401,TS. Huynh Bao Huy,DC02,C25201203,Thuc hanh co so chuyen nganh DC,2025-2026,2,80,GV-GV0401_Lop-DC02_HP-C25201203_Thuc_hanh_co_so_chuyen_nganh_DC_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0401_TS._Huynh_Bao_Huy/GV-GV0401_Lop-DC02_HP-C25201203_Thuc_hanh_co_so_chuyen_nganh_DC_2025-2026_HK2_CO_DIEM.xlsx
GV0401,TS. Huynh Bao Huy,DTVT01,C25201603,Thuc hanh co so chuyen nganh DTVT,2025-2026,2,80,GV-GV0401_Lop-DTVT01_HP-C25201603_Thuc_hanh_co_so_chuyen_nganh_DTVT_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0401_TS._Huynh_Bao_Huy/GV-GV0401_Lop-DTVT01_HP-C25201603_Thuc_hanh_co_so_chuyen_nganh_DTVT_2025-2026_HK2_CO_DIEM.xlsx
GV0401,TS. Huynh Bao Huy,DTVT05,C25202003,Thuc hanh co so chuyen nganh DTVT,2025-2026,2,80,GV-GV0401_Lop-DTVT05_HP-C25202003_Thuc_hanh_co_so_chuyen_nganh_DTVT_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0401_TS._Huynh_Bao_Huy/GV-GV0401_Lop-DTVT05_HP-C25202003_Thuc_hanh_co_so_chuyen_nganh_DTVT_2025-2026_HK2_CO_DIEM.xlsx
GV0401,TS. Huynh Bao Huy,HDH04,C25202403,Thuc hanh co so chuyen nganh HDH,2025-2026,2,80,GV-GV0401_Lop-HDH04_HP-C25202403_Thuc_hanh_co_so_chuyen_nganh_HDH_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0401_TS._Huynh_Bao_Huy/GV-GV0401_Lop-HDH04_HP-C25202403_Thuc_hanh_co_so_chuyen_nganh_HDH_2025-2026_HK2_CO_DIEM.xlsx
GV0401,TS. Huynh Bao Huy,HH03,C25202803,Thuc hanh co so chuyen nganh HH,2025-2026,2,80,GV-GV0401_Lop-HH03_HP-C25202803_Thuc_hanh_co_so_chuyen_nganh_HH_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0401_TS._Huynh_Bao_Huy/GV-GV0401_Lop-HH03_HP-C25202803_Thuc_hanh_co_so_chuyen_nganh_HH_2025-2026_HK2_CO_DIEM.xlsx
GV0401,TS. Huynh Bao Huy,KHMT02,C25203203,Thuc hanh co so chuyen nganh KHMT,2025-2026,2,80,GV-GV0401_Lop-KHMT02_HP-C25203203_Thuc_hanh_co_so_chuyen_nganh_KHMT_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0401_TS._Huynh_Bao_Huy/GV-GV0401_Lop-KHMT02_HP-C25203203_Thuc_hanh_co_so_chuyen_nganh_KHMT_2025-2026_HK2_CO_DIEM.xlsx
GV0401,TS. Huynh Bao Huy,KHVL01,C25203603,Thuc hanh co so chuyen nganh KHVL,2025-2026,2,80,GV-GV0401_Lop-KHVL01_HP-C25203603_Thuc_hanh_co_so_chuyen_nganh_KHVL_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0401_TS._Huynh_Bao_Huy/GV-GV0401_Lop-KHVL01_HP-C25203603_Thuc_hanh_co_so_chuyen_nganh_KHVL_2025-2026_HK2_CO_DIEM.xlsx
GV0401,TS. Huynh Bao Huy,KHVL05,C25204003,Thuc hanh co so chuyen nganh KHVL,2025-2026,2,80,GV-GV0401_Lop-KHVL05_HP-C25204003_Thuc_hanh_co_so_chuyen_nganh_KHVL_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0401_TS._Huynh_Bao_Huy/GV-GV0401_Lop-KHVL05_HP-C25204003_Thuc_hanh_co_so_chuyen_nganh_KHVL_2025-2026_HK2_CO_DIEM.xlsx
GV0401,TS. Huynh Bao Huy,SH04,C25204403,Thuc hanh co so chuyen nganh SH,2025-2026,2,80,GV-GV0401_Lop-SH04_HP-C25204403_Thuc_hanh_co_so_chuyen_nganh_SH_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0401_TS._Huynh_Bao_Huy/GV-GV0401_Lop-SH04_HP-C25204403_Thuc_hanh_co_so_chuyen_nganh_SH_2025-2026_HK2_CO_DIEM.xlsx
GV0401,TS. Huynh Bao Huy,TTH03,C25204803,Thuc hanh co so chuyen nganh TTH,2025-2026,2,80,GV-GV0401_Lop-TTH03_HP-C25204803_Thuc_hanh_co_so_chuyen_nganh_TTH_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0401_TS._Huynh_Bao_Huy/GV-GV0401_Lop-TTH03_HP-C25204803_Thuc_hanh_co_so_chuyen_nganh_TTH_2025-2026_HK2_CO_DIEM.xlsx
GV0401,TS. Huynh Bao Huy,VL02,C25205203,Thuc hanh co so chuyen nganh VL,2025-2026,2,80,GV-GV0401_Lop-VL02_HP-C25205203_Thuc_hanh_co_so_chuyen_nganh_VL_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0401_TS._Huynh_Bao_Huy/GV-GV0401_Lop-VL02_HP-C25205203_Thuc_hanh_co_so_chuyen_nganh_VL_2025-2026_HK2_CO_DIEM.xlsx
GV0401,TS. Huynh Bao Huy,CNTT04,HP003,Mang may tinh,2025-2026,2,80,GV-GV0401_Lop-CNTT04_HP-HP003_Mang_may_tinh_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0401_TS._Huynh_Bao_Huy/GV-GV0401_Lop-CNTT04_HP-HP003_Mang_may_tinh_2025-2026_HK2_CO_DIEM.xlsx
GV0401,TS. Huynh Bao Huy,DC05,HP025,Trac dia co ban,2025-2026,2,80,GV-GV0401_Lop-DC05_HP-HP025_Trac_dia_co_ban_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0401_TS._Huynh_Bao_Huy/GV-GV0401_Lop-DC05_HP-HP025_Trac_dia_co_ban_2025-2026_HK2_CO_DIEM.xlsx
GV0401,TS. Huynh Bao Huy,KHVL02,HP047,Vat lieu polymer,2025-2026,2,80,GV-GV0401_Lop-KHVL02_HP-HP047_Vat_lieu_polymer_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0401_TS._Huynh_Bao_Huy/GV-GV0401_Lop-KHVL02_HP-HP047_Vat_lieu_polymer_2025-2026_HK2_CO_DIEM.xlsx
GV0402,ThS. Phan Khanh Trang,CNSH04,C25200404,Ung dung chuyen nganh CNSH,2025-2026,2,80,GV-GV0402_Lop-CNSH04_HP-C25200404_Ung_dung_chuyen_nganh_CNSH_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0402_ThS._Phan_Khanh_Trang/GV-GV0402_Lop-CNSH04_HP-C25200404_Ung_dung_chuyen_nganh_CNSH_2025-2026_HK2_CO_DIEM.xlsx
GV0402,ThS. Phan Khanh Trang,CNTT03,C25200804,Ung dung chuyen nganh CNTT,2025-2026,2,80,GV-GV0402_Lop-CNTT03_HP-C25200804_Ung_dung_chuyen_nganh_CNTT_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0402_ThS._Phan_Khanh_Trang/GV-GV0402_Lop-CNTT03_HP-C25200804_Ung_dung_chuyen_nganh_CNTT_2025-2026_HK2_CO_DIEM.xlsx
GV0402,ThS. Phan Khanh Trang,DC02,C25201204,Ung dung chuyen nganh DC,2025-2026,2,80,GV-GV0402_Lop-DC02_HP-C25201204_Ung_dung_chuyen_nganh_DC_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0402_ThS._Phan_Khanh_Trang/GV-GV0402_Lop-DC02_HP-C25201204_Ung_dung_chuyen_nganh_DC_2025-2026_HK2_CO_DIEM.xlsx
GV0402,ThS. Phan Khanh Trang,DTVT01,C25201604,Ung dung chuyen nganh DTVT,2025-2026,2,80,GV-GV0402_Lop-DTVT01_HP-C25201604_Ung_dung_chuyen_nganh_DTVT_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0402_ThS._Phan_Khanh_Trang/GV-GV0402_Lop-DTVT01_HP-C25201604_Ung_dung_chuyen_nganh_DTVT_2025-2026_HK2_CO_DIEM.xlsx
GV0402,ThS. Phan Khanh Trang,DTVT05,C25202004,Ung dung chuyen nganh DTVT,2025-2026,2,80,GV-GV0402_Lop-DTVT05_HP-C25202004_Ung_dung_chuyen_nganh_DTVT_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0402_ThS._Phan_Khanh_Trang/GV-GV0402_Lop-DTVT05_HP-C25202004_Ung_dung_chuyen_nganh_DTVT_2025-2026_HK2_CO_DIEM.xlsx
GV0402,ThS. Phan Khanh Trang,HDH04,C25202404,Ung dung chuyen nganh HDH,2025-2026,2,80,GV-GV0402_Lop-HDH04_HP-C25202404_Ung_dung_chuyen_nganh_HDH_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0402_ThS._Phan_Khanh_Trang/GV-GV0402_Lop-HDH04_HP-C25202404_Ung_dung_chuyen_nganh_HDH_2025-2026_HK2_CO_DIEM.xlsx
GV0402,ThS. Phan Khanh Trang,HH03,C25202804,Ung dung chuyen nganh HH,2025-2026,2,80,GV-GV0402_Lop-HH03_HP-C25202804_Ung_dung_chuyen_nganh_HH_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0402_ThS._Phan_Khanh_Trang/GV-GV0402_Lop-HH03_HP-C25202804_Ung_dung_chuyen_nganh_HH_2025-2026_HK2_CO_DIEM.xlsx
GV0402,ThS. Phan Khanh Trang,KHMT02,C25203204,Ung dung chuyen nganh KHMT,2025-2026,2,80,GV-GV0402_Lop-KHMT02_HP-C25203204_Ung_dung_chuyen_nganh_KHMT_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0402_ThS._Phan_Khanh_Trang/GV-GV0402_Lop-KHMT02_HP-C25203204_Ung_dung_chuyen_nganh_KHMT_2025-2026_HK2_CO_DIEM.xlsx
GV0402,ThS. Phan Khanh Trang,KHVL01,C25203604,Ung dung chuyen nganh KHVL,2025-2026,2,80,GV-GV0402_Lop-KHVL01_HP-C25203604_Ung_dung_chuyen_nganh_KHVL_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0402_ThS._Phan_Khanh_Trang/GV-GV0402_Lop-KHVL01_HP-C25203604_Ung_dung_chuyen_nganh_KHVL_2025-2026_HK2_CO_DIEM.xlsx
GV0402,ThS. Phan Khanh Trang,KHVL05,C25204004,Ung dung chuyen nganh KHVL,2025-2026,2,80,GV-GV0402_Lop-KHVL05_HP-C25204004_Ung_dung_chuyen_nganh_KHVL_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0402_ThS._Phan_Khanh_Trang/GV-GV0402_Lop-KHVL05_HP-C25204004_Ung_dung_chuyen_nganh_KHVL_2025-2026_HK2_CO_DIEM.xlsx
GV0402,ThS. Phan Khanh Trang,SH04,C25204404,Ung dung chuyen nganh SH,2025-2026,2,80,GV-GV0402_Lop-SH04_HP-C25204404_Ung_dung_chuyen_nganh_SH_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0402_ThS._Phan_Khanh_Trang/GV-GV0402_Lop-SH04_HP-C25204404_Ung_dung_chuyen_nganh_SH_2025-2026_HK2_CO_DIEM.xlsx
GV0402,ThS. Phan Khanh Trang,TTH03,C25204804,Ung dung chuyen nganh TTH,2025-2026,2,80,GV-GV0402_Lop-TTH03_HP-C25204804_Ung_dung_chuyen_nganh_TTH_2025-2026_HK2_CO_DIEM.xlsx,Theo_GiangVien/GV0402_ThS._Phan_Khanh_Trang/GV-GV0402_Lop-TTH03_HP-C25204804_Ung_dung_chuyen_nganh_TTH_2025-2026_HK2_CO_DIEM.xlsx
